dataset,path,bytes,log_bytes,shard_idx,shard_total,mean_episode_steps,mean_reward_mean,mean_reward_max,mean_reward_final,mean_action_abs_mean,mean_action_std,mean_instruction_units,mean_instruction_unique,mean_terminal_rate,records_decoded,instruction_hashes,instruction_hash_count,record_parse_ok,record_scan_complete,record_parse_error,tail_score,source_target,qtail_target,source_pred,qtail_pred
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00010-of-00016,160497812,18.893790874273282,10.0,16.0,693.75,0.0014433875330723822,1.0,1.0,0.3100483864545822,0.502135805785656,110.0,1.0,0.0014433875115289782,4,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.5986604690551758,0.00012502912431955338,0.0007479491177946329,0.00012506036728154868,0.0007485523237846792
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00011-of-00016,29105413,17.186434762946885,11.0,16.0,623.0,0.0016051364364102483,1.0,1.0,0.31802335381507874,0.5057662725448608,110.0,1.0,0.0016051364365971107,1,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.6450475454330444,2.2673357307212427e-05,0.0011272893752902746,2.266260707983747e-05,0.0010977799538522959
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00012-of-00016,32406363,17.29386538122781,12.0,16.0,694.0,0.0014409221475943923,1.0,1.0,0.33169323205947876,0.5207942724227905,110.0,1.0,0.001440922190201729,1,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.6492425799369812,2.5244826247217134e-05,0.0012721471721306443,2.5261335395043716e-05,0.0012978985905647278
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00013-of-00016,121117830,18.61227443963309,13.0,16.0,644.75,0.0015623263316228986,1.0,1.0,0.31123123317956924,0.5028891712427139,110.0,1.0,0.0015623263119027933,4,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.596115231513977,9.435179526917636e-05,0.0007345248013734818,9.424130257684737e-05,0.0007422299822792411
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00014-of-00016,234452343,19.27276290131724,14.0,16.0,724.25,0.0013828861410729587,1.0,1.0,0.30979081243276596,0.5010493844747543,110.0,1.0,0.0013828861609051777,4,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.6001526713371277,0.00018264031677972525,0.00077326491009444,0.0001827840751502663,0.0007725990144535899
austin_buds_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_buds_dataset_converted_externally_to_rlds/0.1.0/austin_buds_dataset_converted_externally_to_rlds-train.tfrecord-00015-of-00016,137363934,18.738144421493196,15.0,16.0,729.0,0.0013767927885055542,1.0,1.0,0.3157975748181343,0.5067143663764,110.0,1.0,0.0013767927841904781,4,['adea76fe0a27f072b1c5d4f6a9acbc93b76b47fd8e9a968351a5d872c364c4bc'],1,1,0,,0.6005486249923706,0.0001070076395990327,0.0007590214954689145,0.00010698918777052313,0.0007477917242795229
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00000-of-00064,178205997,18.998450731244862,0.0,64.0,493.0,0.0020562359131872654,1.0,1.0,0.2498227134346962,0.4338182359933853,68.75,1.0,0.0020562358977710945,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5195329189300537,0.00013882394705433398,0.0005729628028348088,0.0001387207448715344,0.0005809424328617752
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00001-of-00064,128092870,18.66826611348384,1.0,64.0,500.5,0.0020400850917212665,1.0,1.0,0.25929178670048714,0.4401252493262291,72.5,1.0,0.0020400851171335846,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5209500789642334,9.97854076558724e-05,0.0005716975429095328,9.986231452785432e-05,0.0005793976015411317
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00002-of-00064,145706345,18.797103825467445,2.0,64.0,571.0,0.0019446880323812366,1.0,1.0,0.23278705775737762,0.4177062585949898,72.5,1.0,0.0019446880720839724,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5248209834098816,0.0001135064521804452,0.0006079621380195022,0.00011360605276422575,0.000607989844866097
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00003-of-00064,79848385,18.195640219521827,3.0,64.0,563.5,0.0017843474342953414,1.0,1.0,0.2379152812063694,0.423041395843029,76.25,1.0,0.0017843474279633123,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5251342058181763,6.220255454536527e-05,0.0005993714439682662,6.219104398041964e-05,0.0005931116756983101
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00004-of-00064,183448746,19.027445878543276,4.0,64.0,571.25,0.0018042349838651717,1.0,1.0,0.2294289842247963,0.41366998106241226,72.5,1.0,0.0018042349682410586,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5247201323509216,0.00014290808758232743,0.0006145789520815015,0.00014285912038758397,0.000612762407399714
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00005-of-00064,86644752,18.27732701833974,5.0,64.0,469.5,0.002136904513463378,1.0,1.0,0.21730685606598854,0.4035920575261116,68.75,1.0,0.0021369044842149826,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5168352127075195,6.749697786290199e-05,0.000542504305485636,6.745279097231105e-05,0.0005419059889391065
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00006-of-00064,33067643,17.31406583960182,6.0,64.0,632.0,0.0016157773789018393,1.0,1.0,0.20455261319875717,0.3958052396774292,65.0,1.0,0.0016157773499717496,2,['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed'],1,1,0,,0.5537238717079163,2.5759967684280127e-05,0.0006690070149488747,2.586759364930913e-05,0.0006670110742561519
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00007-of-00064,126228343,18.653603078733063,7.0,64.0,437.75,0.002476166293490678,1.0,1.0,0.252835750579834,0.43697796016931534,65.0,1.0,0.0024761662780546537,4,['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed'],1,1,0,,0.514363169670105,9.83329227892682e-05,0.0005415774649009109,9.833210060605779e-05,0.0005404413095675409
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00008-of-00064,61369496,17.932423478144628,8.0,64.0,494.5,0.002054729760857299,1.0,1.0,0.2913318760693073,0.4747324585914612,72.5,1.0,0.0020547297328157065,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5215225219726562,4.78073452541139e-05,0.0005615318077616394,4.774596163770184e-05,0.0005647552316077054
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00009-of-00064,139190968,18.75135742588637,9.0,64.0,587.25,0.0017118683899752796,1.0,1.0,0.22434166073799133,0.4110727533698082,72.5,1.0,0.001711868366851413,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5255688428878784,0.00010843091877177358,0.0006161248893477023,0.00010856587323360145,0.0006114781135693192
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00010-of-00064,105126914,18.470678892500505,10.0,64.0,492.75,0.002057602978311479,1.0,1.0,0.22648950666189194,0.4110459163784981,68.75,1.0,0.0020576029662746683,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5187963247299194,8.189473737729713e-05,0.0005552999209612608,8.19224733277224e-05,0.0005603453028015792
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00011-of-00064,163604133,18.91296025076232,11.0,64.0,551.5,0.001844546408392489,1.0,1.0,0.23680030182003975,0.4223705902695656,76.25,1.0,0.0018445464265612562,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5243505239486694,0.00012744897685479373,0.000608787639066577,0.00012750702444463968,0.0006065517663955688
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00012-of-00064,163452982,18.912035941197388,12.0,64.0,538.25,0.0018682779045775533,1.0,1.0,0.24717454984784126,0.4318515285849571,80.0,1.0,0.0018682779048252087,4,['709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10'],1,1,0,,0.5248011350631714,0.00012733122275676578,0.0006113755516707897,0.00012740491365548223,0.0006076542194932699
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00013-of-00064,82559771,18.229033098065806,13.0,64.0,442.0,0.002282181812915951,1.0,1.0,0.26967818662524223,0.4496401399374008,72.5,1.0,0.002282181806566034,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5168882608413696,6.431474321288988e-05,0.0005424651317298412,6.423352897400036e-05,0.0005418346845544875
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00014-of-00064,126114351,18.652699608891766,14.0,64.0,416.0,0.0024895171518437564,1.0,1.0,0.3007821552455425,0.4786006957292557,76.25,1.0,0.0024895171006574374,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5162634253501892,9.82441270025447e-05,0.0005490884650498629,9.82743440545164e-05,0.000549103831872344
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00015-of-00064,126524875,18.655949495020465,15.0,64.0,555.0,0.0018883657467085868,1.0,1.0,0.2247755415737629,0.41407471150159836,68.75,1.0,0.001888365782736777,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5229941010475159,9.85639271675609e-05,0.0005912909982725978,9.86657541943714e-05,0.0005929521284997463
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00016-of-00064,139414239,18.752960203153872,16.0,64.0,491.25,0.002055686665698886,1.0,1.0,0.2756342142820358,0.4594831168651581,76.25,1.0,0.002055686662439397,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5214473009109497,0.00010860485053854063,0.0005783712840639055,0.00010868687968468294,0.0005836740601807833
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00017-of-00064,40951621,17.527901976758535,17.0,64.0,550.3333333333334,0.0018397564223657052,1.0,1.0,0.234487255414327,0.41971369584401447,75.0,1.0,0.001839756427474737,3,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5361736416816711,3.190165080013685e-05,0.0006380410632118583,3.1980798667063937e-05,0.0006478205323219299
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00018-of-00064,188456895,19.054379870268715,18.0,64.0,442.75,0.002282773202750832,1.0,1.0,0.25508906319737434,0.4426974728703499,68.75,1.0,0.002282773159630465,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.515975832939148,0.00014680948515888304,0.0005613740650005639,0.00014661978639196604,0.000561870401725173
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00019-of-00064,70540644,18.071699626478605,19.0,64.0,434.75,0.0024110460944939405,1.0,1.0,0.22730488702654839,0.41244933009147644,68.75,1.0,0.0024110460764978528,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5144355297088623,5.495174627867527e-05,0.0005311676650308073,5.485117435455322e-05,0.0005225304048508406
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00020-of-00064,100093264,18.421612959304582,20.0,64.0,455.25,0.0022014588466845453,1.0,1.0,0.2152436003088951,0.40363145619630814,65.0,1.0,0.0022014588661443553,4,['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed'],1,1,0,,0.5146287679672241,7.797348371241242e-05,0.0005377033958211541,7.795923738740385e-05,0.0005336317117325962
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00021-of-00064,103823718,18.458205009336112,21.0,64.0,553.5,0.0018700483778957278,1.0,1.0,0.2317160815000534,0.4205242097377777,72.5,1.0,0.0018700483881445794,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5237553715705872,8.087953756330535e-05,0.0005920039257034659,8.094874647213146e-05,0.0005915046203881502
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00022-of-00064,35074454,17.372983645699506,22.0,64.0,475.3333333333333,0.002129495454331239,1.0,1.0,0.28132391969362897,0.4683826267719269,75.0,1.0,0.002129495456526158,3,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5324829816818237,2.73232908512e-05,0.0006284301052801311,2.742128708632663e-05,0.0006266592536121607
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00023-of-00064,89276521,18.307249099745277,23.0,64.0,509.5,0.002007425209740177,1.0,1.0,0.2620481178164482,0.4424184709787369,68.75,1.0,0.002007425205964684,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5210069417953491,6.954714626772329e-05,0.0005647680955007672,6.953585398150608e-05,0.0005694039864465594
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00024-of-00064,153049843,18.84627420408043,24.0,64.0,553.5,0.001819804310798645,1.0,1.0,0.2771943584084511,0.4590716287493706,76.25,1.0,0.0018198043056905414,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5256534218788147,0.00011922709381906316,0.0006210258579812944,0.00011933480709558353,0.0006121643236838281
austin_sirius_dataset_converted_externally_to_rlds,/Volumes/ORICO/qtail_full_training/data/openx_demo/austin_sirius_dataset_converted_externally_to_rlds/0.1.0/austin_sirius_dataset_converted_externally_to_rlds-train.tfrecord-00025-of-00064,157576332,18.875420552791415,25.0,64.0,437.75,0.0023885119007900357,1.0,1.0,0.26905279234051704,0.4528719261288643,72.5,1.0,0.0023885118974794634,4,"['19ccbd66532b7214b59a836235c5c7861509bc5ed5c7f53a64c316114ac507ed', '709a35131cb3ac4e7c63e2aa3c5c0e3dd09f0882133457edc5dc81382acb9d10']",2,1,0,,0.5165883302688599,0.0001227532629854977,0.0005575995310209692,0.00012272034655325115,0.0005584993632510304
